symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen
MFAP5	0.009708751431470876	No data	No data	No data	No data	No data	No data	No data	No data	No data
GPR42	0.002902844436406841	No data	No data	No data	No data	No data	No data	No data	No data	No data
PDE4A	0.586657248823889	No data	No data	No data	No data	No data	No data	No data	No data	No data
ESR2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
UBC	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data
PRKN	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data
CD24	0.011826555349910457	No data	No data	No data	No data	No data	No data	No data	No data	No data
MAP1B	0.003230292950797095	No data	No data	No data	No data	No data	No data	No data	No data	No data
ADCY1	0.009439685455071756	No data	No data	No data	No data	No data	No data	No data	No data	No data
COL3A1	0.03527424124716913	No data	No data	No data	No data	No data	No data	No data	No data	No data
ENSG00000187951	0.003805046015566364	No data	No data	No data	No data	No data	No data	No data	No data	No data
HCRT	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
BMAL2	0.0028673254281498892	No data	No data	No data	No data	No data	No data	No data	No data	No data
RPRD1B	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
CITED2	0.01109098339877754	No data	No data	No data	No data	No data	No data	No data	No data	No data
GART	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data
GXYLT2	0.003542862103579508	No data	No data	No data	No data	No data	No data	No data	No data	No data
KCNJ15	0.00282796451619521	No data	No data	No data	No data	No data	No data	No data	No data	No data
CASP1	0.008948952966163715	No data	No data	No data	No data	No data	No data	No data	No data	No data
PAH	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
ROR2	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data
IDE	0.0036948135901051786	No data	No data	No data	No data	No data	No data	No data	No data	No data
UBA52	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
RPS5	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
KRT15	0.002308696597107789	No data	No data	No data	No data	No data	No data	No data	No data	No data
PPP3CA	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
PARP12	0.003274269445348326	No data	No data	No data	No data	No data	No data	No data	No data	No data
ELK3	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
NQO1	0.002751316695986113	No data	No data	No data	No data	No data	No data	No data	No data	No data
GPR12	0.002082563226851111	No data	No data	No data	No data	No data	No data	No data	No data	No data
TIMD4	0.0018478992734235094	No data	No data	No data	No data	No data	No data	No data	No data	No data
RPL17-C18orf32	0.011375781097553527	No data	No data	No data	No data	No data	No data	No data	No data	No data
INSR	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data
ADAMTS13	0.006652437384324632	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC16A14	0.0029132342172963994	No data	No data	No data	No data	No data	No data	No data	No data	No data
SERPINC1	0.004804538110901123	No data	No data	No data	No data	No data	No data	No data	No data	No data
PLG	0.009403754080310744	No data	No data	No data	No data	No data	No data	No data	No data	No data
CBR1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
DEFA1B	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
PSG4	0.004012819362406053	No data	No data	No data	No data	No data	No data	No data	No data	No data
IL17RA	0.009924861675416174	No data	No data	No data	No data	No data	No data	No data	No data	No data
DIAPH3	0.001973113895586012	No data	No data	No data	No data	No data	No data	No data	No data	No data
SGO2	0.002647540953643773	No data	No data	No data	No data	No data	No data	No data	No data	No data
TBC1D9	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
AHR	0.38023808780904106	No data	No data	No data	No data	No data	No data	No data	No data	No data
ITPR3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
OCLN	0.019412810740052553	No data	No data	No data	No data	No data	No data	No data	No data	No data
HSPA1A	0.005615560569792552	No data	No data	No data	No data	No data	No data	No data	No data	No data
IQGAP3	0.009127003052158914	No data	No data	No data	No data	No data	No data	No data	No data	No data
ORAI1	0.025540602610676255	No data	No data	No data	No data	No data	No data	No data	No data	No data
KRT14	0.012170121132448773	No data	No data	No data	No data	No data	No data	No data	No data	No data
SGSM3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
TMPRSS11E	0.003094733375203441	No data	No data	No data	No data	No data	No data	No data	No data	No data
FYN	0.008500336657748143	No data	No data	No data	No data	No data	No data	No data	No data	No data
ABCA12	0.03165192783707944	No data	No data	No data	No data	No data	No data	No data	No data	No data
KRT77	0.006441886844883124	No data	No data	No data	No data	No data	No data	No data	No data	No data
MRC1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
PDZRN4	0.00192284584339303	No data	No data	No data	No data	No data	No data	No data	No data	No data
PGLYRP2	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data
PLCB3	0.0018478992734235094	No data	No data	No data	No data	No data	No data	No data	No data	No data
NEK9	0.009888930300655163	No data	No data	No data	No data	No data	No data	No data	No data	No data
CFTR	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data
TCN2	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data
GSR	0.008913021591402703	No data	No data	No data	No data	No data	No data	No data	No data	No data
CLDN11	0.002472050048184161	No data	No data	No data	No data	No data	No data	No data	No data	No data
CCNF	0.002828272469451802	No data	No data	No data	No data	No data	No data	No data	No data	No data
MT1G	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
TRGC1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
CHL1	0.001828045417855414	No data	No data	No data	No data	No data	No data	No data	No data	No data
YTHDF1	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data
ADRA1D	0.0035110086195046675	No data	No data	No data	No data	No data	No data	No data	No data	No data
HACL1	0.0026870468868098376	No data	No data	No data	No data	No data	No data	No data	No data	No data
FERMT2	0.0018810909966141816	No data	No data	No data	No data	No data	No data	No data	No data	No data
CRMP1	0.0018478992734235094	No data	No data	No data	No data	No data	No data	No data	No data	No data
MIF	0.03409098874262289	No data	No data	No data	No data	No data	No data	No data	No data	No data
SNHG3	0.006020828728832354	No data	No data	No data	No data	No data	No data	No data	No data	No data
KRTAP19-3	0.0013115049218146526	No data	No data	No data	No data	No data	No data	No data	No data	No data
LNPEP	0.0030182354799250647	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLITRK4	0.00716263359690314	No data	No data	No data	No data	No data	No data	No data	No data	No data
GOT2	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data
IL34	0.017911892979435566	No data	No data	No data	No data	No data	No data	No data	No data	No data
EDN1	0.016132118987300922	No data	No data	No data	No data	No data	No data	No data	No data	No data
IL17F	0.011068300681382344	No data	No data	No data	No data	No data	No data	No data	No data	No data
EDNRB	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
OBP2A	0.03400134663099257	No data	No data	No data	No data	No data	No data	No data	No data	No data
CHROMR	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
FAM149A	0.003558099820563012	No data	No data	No data	No data	No data	No data	No data	No data	No data
CCL11	0.022856867639963054	No data	No data	No data	No data	No data	No data	No data	No data	No data
ARHGEF26	0.005988459673348251	No data	No data	No data	No data	No data	No data	No data	No data	No data
IRAK3	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data
LMO3	0.0018006084036785814	No data	No data	No data	No data	No data	No data	No data	No data	No data
PLA2G10	0.0038497901529656437	No data	No data	No data	No data	No data	No data	No data	No data	No data
ALYREF	0.0043050480837508115	No data	No data	No data	No data	No data	No data	No data	No data	No data
CBL	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
DOK3	0.019218152443604492	No data	No data	No data	No data	No data	No data	No data	No data	No data
IGFBP5	0.00291637207170466	No data	No data	No data	No data	No data	No data	No data	No data	No data
C5orf46	0.01883825371823951	No data	No data	No data	No data	No data	No data	No data	No data	No data
H1-5	0.009724672587461961	No data	No data	No data	No data	No data	No data	No data	No data	No data
LMOD1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
H3C14	0.00819235344551089	No data	No data	No data	No data	No data	No data	No data	No data	No data
PCSK5	0.0015510851763861932	No data	No data	No data	No data	No data	No data	No data	No data	No data
TICAM1	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
STAR	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
BGN	0.01006078493308355	No data	No data	No data	No data	No data	No data	No data	No data	No data
RALBP1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
PLA2G2A	0.004506934951724416	No data	No data	No data	No data	No data	No data	No data	No data	No data
SOD3	0.012896476458479312	No data	No data	No data	No data	No data	No data	No data	No data	No data
COL17A1	0.009218964152968395	No data	No data	No data	No data	No data	No data	No data	No data	No data
ADORA2A	0.048250703250502736	No data	No data	No data	No data	No data	No data	No data	No data	No data
RYR1	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data
PRSS33	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
PSAPL1	0.014549133101288154	No data	No data	No data	No data	No data	No data	No data	No data	No data
CD2	0.0155506883522833	No data	No data	No data	No data	No data	No data	No data	No data	No data
FBN1	0.002115456378663339	No data	No data	No data	No data	No data	No data	No data	No data	No data
CCR10	0.009810975163644504	No data	No data	No data	No data	No data	No data	No data	No data	No data
DEPDC1	0.005231427683207722	No data	No data	No data	No data	No data	No data	No data	No data	No data
SERPINE1	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data
MAPKAPK2	0.00794596687572109	No data	No data	No data	No data	No data	No data	No data	No data	No data
WIPF1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data
TRIB2	0.0035807150001091444	No data	No data	No data	No data	No data	No data	No data	No data	No data
CLDN3	0.011066863426391904	No data	No data	No data	No data	No data	No data	No data	No data	No data
ASAP1	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data
ITLN1	0.03204052017974873	No data	No data	No data	No data	No data	No data	No data	No data	No data
