cell_id,group
hihlibld-1,Pericyte1
hihmjpnc-1,F3: FRC-like
hiiccehb-1,Th
hiidmchb-1,Pericyte1
hiinahjn-1,Mac2
hiipglfn-1,Pericyte1
hijdgali-1,Pericyte1
hijeobja-1,F3: FRC-like
hijjndik-1,VE3_Ven
hijkdelj-1,VE3_Ven
hijllepg-1,VE3_Ven
hijpcikd-1,Pericyte2_VSMC
hikabeje-1,Mac2
hikopfne-1,VE4_Cap
hikpmbnp-1,Monocyte
hilgifob-1,nmSchwann
hilldafj-1,cDC
hilllgck-1,Mac2
hillnjbg-1,MigDC (cDC2)
hilnffbg-1,VE3_Ven
himbllbp-1,cDC
himmdmen-1,Pericyte1
himnicgk-1,VE3_Ven
himpdien-1,Pericyte1
hinajmhp-1,Mac2
hincfalf-1,Mac2
hinfboio-1,Th
hinilmnf-1,T
hioeefoi-1,F1: Superficial
hioekocl-1,F2/3: Perivascular
hiomcnnf-1,Pericyte1
hiomdppo-1,F2: Universal
hipbcjlj-1,F2: Universal
hipelnhl-1,Mac2
hipfeklh-1,F2/3: Perivascular
hipfihpk-1,cDC2: MMP12hi
hipnlego-1,T
hipokogh-1,Pericyte2_VSMC
hjaabbec-1,Pericyte2_VSMC
hjabfpcb-1,Pericyte2_VSMC
hjabofjj-1,F3: FRC-like
hjadibpp-1,VE1_Art
hjahbama-1,VE1_Art
hjahojjo-1,F3: FRC-like
hjbeopcl-1,Pericyte2_VSMC
hjbgiimm-1,T
hjbjcmkj-1,VE3_Ven
hjbjpfgc-1,VE3_Ven
hjbnccbi-1,Pericyte1
hjbpdobi-1,VE3_Ven
hjcaopic-1,Pericyte1
hjcfpfoj-1,VE3_Ven
hjckpbno-1,VE3_Ven
hjcmoobl-1,Pericyte1
hjcnepmp-1,VE3_Ven
hjdbmkpk-1,VE3_Ven
hjdcmpnc-1,Th
hjdmmihd-1,VE3_Ven
hjdnbkld-1,T
hjdpggca-1,F2: Universal
hjdpinka-1,Pericyte1
hjdponcd-1,Mac2
hjeeckhe-1,cDC2: MMP12hi
hjeiigmc-1,Pericyte1
hjellabd-1,nmSchwann
hjfbkidi-1,T
hjffllei-1,Th
hjfhanal-1,Tc0
hjfimjlm-1,F1: Superficial
hjgkihfp-1,F3: FRC-like
hjgldegm-1,Treg
hjgofgfk-1,Pericyte1
hjhliafg-1,T
hjicjmgn-1,VE3_Ven
hjihagih-1,KC5
hjihahmh-1,KC5
hjijdfpo-1,KC3
hjjegfbn-1,KC1
hjjfpojp-1,KC3
hjjgdhgc-1,KC3
hjjjoanm-1,KC3
hjjkaplo-1,KC3
hjjlpbhg-1,KC3
hjjmjkpb-1,KC1
hjjnpfcm-1,KC3
hjjpmeib-1,KC3
hjkapkde-1,KC3
hjkiedpn-1,KC1
hjkmholi-1,KC1
hjlhbgpl-1,VE3_Ven
hjlibhhn-1,KC1
hjljgmhn-1,KC1
hjlknnbm-1,KC5
hjlkpcof-1,LC
hjmdilfg-1,KC5
hjmllibb-1,KC1
hjmmcbll-1,KC5
hjnaeeoc-1,KC1
hjnchcfb-1,KC3
hjneaoin-1,Melanocyte
hjngmcae-1,KC3
hjnjinli-1,KC1
hjnpcpfi-1,KC1
hjodnlnp-1,KC1
hjoegaaj-1,KC1
hjoickih-1,F1: Superficial
hjoiiojh-1,F1: Superficial
hjoijkep-1,F1: Superficial
hjonddca-1,KC1
hjoofjpl-1,VE3_Ven
hjphbhcc-1,VE3_Ven
hjphlkfk-1,Pericyte1
hjpkpoaa-1,VE3_Ven
hjpoodod-1,Mac2
hkacoepj-1,Pericyte1
hkafoajo-1,Pericyte1
hkagalmj-1,Tc2
hkajlagn-1,Mast cell
hkanfmka-1,Pericyte1
hkapofoj-1,F3: FRC-like
hkbbejgm-1,VE3_Ven
hkbegphf-1,F1: Superficial
hkbejkoe-1,Pericyte1
hkbffkmo-1,VE3_Ven
hkbjilgh-1,VE4_Cap
hkbmcacm-1,cDC1
hkbnganl-1,F1: Superficial
hkccnemn-1,F1: Superficial
hkcmkbfj-1,F1: Superficial
hkcmlfoj-1,Mast cell
hkcmobkn-1,F1: Superficial
hkcnjdab-1,VE2
hkcnmnen-1,Pericyte1
hkdakenh-1,Pericyte1
hkdhbicm-1,F1: Superficial
hkdhlcgf-1,VE3_Ven
hkdmhpee-1,VE3_Ven
hkeioglp-1,F1: Superficial
hkemekjf-1,VE3_Ven
hkfhbfjn-1,F1: Superficial
hkfimjfm-1,Pericyte1
hkfjbidb-1,Pericyte1
hkfnmlag-1,Pericyte1
hkgidibp-1,Pericyte2_VSMC
hkgijlan-1,VE1_Art
hkglfjjo-1,Pericyte2_VSMC
hkgpablf-1,Pericyte2_VSMC
hkhdnibh-1,VE1_Art
hkhknfjl-1,F2/3: Perivascular
hkhnalnh-1,Pericyte2_VSMC
hkhphaok-1,Pericyte1
hkhphcei-1,VE1_Art
hkiadkbd-1,MoDC
hkidgghm-1,F3: FRC-like
hkiegdha-1,F3: FRC-like
hkijebhj-1,Pericyte1
hkindbnl-1,Pericyte1
hkjghekd-1,F1: Superficial
hkjjdcif-1,cDC2
hkjnoabe-1,cDC2_cycling
hkkdfnpg-1,VE1_Art
hkkjgmln-1,KC3
hkkldbaa-1,Pericyte1
hkkoghcd-1,Pericyte1
hklafkfj-1,Pericyte2_VSMC
hklcepfb-1,Pericyte2_VSMC
hklfjpcb-1,Pericyte1
hkmbbodk-1,VE1_Art
hkmfmeam-1,Pericyte1
hkmjofjb-1,cDC
hkmkjcln-1,VE1_Art
hkmmllnf-1,Pericyte1
hknbeeec-1,Tnaive
hknbibei-1,Mac2
hknidjdc-1,T
hknlhpkc-1,Tnaive
hkogopph-1,T
hkoinpjk-1,Th
hkojaphk-1,Th
hkomnkec-1,Th
hkookmig-1,F1: Superficial
hkpkabaj-1,F1: Superficial
hkpkdmkp-1,Tc1
hkpnjbnf-1,F1: Superficial
hkppoogc-1,T
hlachgff-1,Pericyte1
hladfalg-1,VE3_Ven
hlagfjjh-1,VE3_Ven
hlalmbgd-1,VE1_Art
hlamhlhi-1,Pericyte2_VSMC
hlanjaap-1,Pericyte2_VSMC
hlaplbln-1,F1: Superficial
hlbajpai-1,VE3_Ven
hlbkdikb-1,Pericyte1
hlcncnna-1,T
hlcopbof-1,Mast cell
hlddkejl-1,F1: Superficial
hldeadjg-1,F3: FRC-like
hldhkkgp-1,Mac2
hldkenpf-1,KC3
hldmjmfa-1,KC1
hldoeddd-1,VE3_Ven
hledigkj-1,F1: Superficial
hleifilg-1,F1: Superficial
hlelnhnh-1,Pericyte1
hlenhial-1,Pericyte1
hlfdhdgd-1,KC5
hlflfdld-1,KC1
hlfocijb-1,KC3
hlfoiffh-1,F1: Superficial
hlfpoifg-1,KC1
hlgaconb-1,KC1
hlgbnhkj-1,KC1
hlgcndlf-1,LC
hlgcpkge-1,KC1
hlgeoefi-1,KC1
hlgfjege-1,cDC
hlggmaii-1,cDC
hlhdbcab-1,nmSchwann
hlheinib-1,KC1
hlhfcoga-1,Mast cell
hlhmohoh-1,KC1
hliafaki-1,KC1
hlianeko-1,KC3
hljddmhg-1,KC1
hljiofhc-1,LC
hljjedhb-1,Melanocyte
hljpakof-1,KC3
hljppnme-1,cDC2
hlkeodkl-1,VE3_Ven
hlkhdamp-1,Pericyte1
hlkilnfo-1,Mac2
hlkinpep-1,F2: Universal
hlkojgmf-1,nmSchwann
hllacklm-1,cDC
hllhbbca-1,F5: NGFR+
hlliokko-1,F2: Universal
hlllnfaf-1,F2: Universal
hlmammkn-1,F2: Universal
hlmcogao-1,F2: Universal
hlmglaci-1,F2: Universal
hlnddbga-1,F2: Universal
hlnecmnk-1,F1: Superficial
hlneebdh-1,F1: Superficial
hlnjgdog-1,Pericyte1
hlnlkbdk-1,VE3_Ven
hlnmckie-1,VE3_Ven
hlnpgejd-1,VE3_Ven
hlokdjgm-1,VE3_Ven
hloknjga-1,cDC2_cycling
hlolkfmi-1,VE3_Ven
hlpchoah-1,Pericyte1
hlpifogb-1,cDC
hlpleaoe-1,T
hlpnghkp-1,F1: Superficial
hlpppheh-1,F1: Superficial
hmaaiife-1,cDC2
hmadflbi-1,Pericyte1
hmadikii-1,F1: Superficial
hmaglgdh-1,Mac2
hmahoohb-1,cDC2
hmajeplg-1,Tc1
hmakpaaa-1,VE3_Ven
hmaomgkn-1,VE3_Ven
hmapahdi-1,T
hmapbjjd-1,cDC2: EREG+CCR7+
hmbclkdm-1,VE3_Ven
hmbhefce-1,Pericyte1
hmblnlba-1,F1: Superficial
hmbndgcp-1,KC3
hmbnhodc-1,KC3
hmbokndd-1,F1: Superficial
hmbpfcld-1,T
hmcdgdpb-1,cDC2
hmcjaogl-1,F1: Superficial
hmcmbgam-1,F1: Superficial
hmcnchpa-1,F1: Superficial
hmcnigac-1,F1: Superficial
hmdjkebf-1,LE
hmdkhapo-1,LE
hmdlabea-1,Mast cell
hmdlmnlo-1,F2: Universal
hmdokjnp-1,F1: Superficial
hmebfnnm-1,Mac2
hmebgfol-1,Mast cell
hmeifgph-1,Pericyte1
hmenacoj-1,T
hmenioai-1,Pericyte2_VSMC
hmfakbbn-1,F1: Superficial
hmfiinig-1,Melanocyte
hmfndhdd-1,F1: Superficial
hmfoikfl-1,Melanocyte
hmganeoe-1,KC1
hmgefkkc-1,Pericyte1
hmgfepef-1,F1: Superficial
hmglgohn-1,F1: Superficial
hmgnibbd-1,KC1
hmgnodkp-1,Melanocyte
hmgoeape-1,F1: Superficial
hmheabde-1,VE3_Ven
hmhiamoi-1,VE4_Cap
hmhiedfa-1,KC1
hmhmkpgn-1,Mast cell
hmiajpie-1,Pericyte1
hmichdii-1,KC1
hmidfjkl-1,KC5
hmieleip-1,F1: Superficial
hmihjbfl-1,KC2/3_cycling
hmijamcl-1,KC5
hmikbnfp-1,KC5
hminbgei-1,KC5
hminfjdl-1,KC3
hmjaeccm-1,KC5
hmjckiej-1,F1: Superficial
hmjhaija-1,F1: Superficial
hmjjoegh-1,F1: Superficial
hmjpldag-1,cDC1
hmkdmhga-1,Mac2
hmkidcbe-1,F1: Superficial
hmkkjojd-1,Mac2
hmleohda-1,F1: Superficial
hmlfegcc-1,Mac2
hmliokon-1,Melanocyte
hmlmmkjl-1,F3: FRC-like
hmmbepha-1,F2: Universal
hmmcnpjd-1,T
hmmgiome-1,VE3_Ven
hmmlnlnh-1,Pericyte1
hmmnfpef-1,cDC
hmnahbhl-1,F1: Superficial
hmnamnnc-1,cDC
hmndghec-1,F1: Superficial
hmngocne-1,KC1
hmnhjnea-1,cDC2: EREG+CCR7+
hmnmpkle-1,cDC2
hmoagccg-1,Mac2
hmopbbhm-1,F2: Universal
hmpbjhic-1,F2: Universal
hmpcfcol-1,LE
hmpkablm-1,LE
hnabjdlc-1,LE
hnabkkpl-1,Mast cell
hnafacdp-1,LE
hnagnclo-1,Pericyte1
hnaimfmp-1,LE
hnakcohl-1,T
hnakilbj-1,F2: Universal
hnaladob-1,LE
hnalpihj-1,F2: Universal
hnblmpcm-1,F1: Superficial
hnbnccpm-1,Pericyte1
hncbfldj-1,Pericyte1
hncjklfh-1,VE3_Ven
hncojmjp-1,T
hndakmkj-1,Mac2
hndbnhjo-1,F1: Superficial
hndgbjjo-1,Pericyte1
hndhlmib-1,F1: Superficial
hndjihnl-1,cDC2
hndjlape-1,LE
hneaapmi-1,nmSchwann
hnebgpcd-1,F1: Superficial
hnecoifn-1,LE
hnemijnm-1,KC1
hnenkeln-1,KC1
hnflahaa-1,KC1
hnfoahge-1,KC3
hngcomkf-1,F1: Superficial
hnhckoeo-1,F2: Universal
hnhohncg-1,LE
hnhpmdlc-1,F1: Superficial
hnicconp-1,Pericyte1
hnicjkln-1,F1: Superficial
hnicnbhj-1,cDC2
hnihaagp-1,KC3
hnjbbicl-1,KC1
hnjboghi-1,KC1
hnjhaejn-1,Melanocyte
hnjpddkl-1,F1: Superficial
hnkabnig-1,F2: Universal
hnkbaogo-1,F2: Universal
hnkhchcj-1,F2: Universal
hnkhpfkf-1,F2: Universal
hnkmcnia-1,Pericyte1
hnkpdbkb-1,F1: Superficial
hnkpmjdf-1,VE3_Ven
hnlcednb-1,F1: Superficial
hnlimadn-1,VE3_Ven
hnllaijf-1,Pericyte1
hnlljefc-1,VE3_Ven
hnlmkjpf-1,KC1
hnlomkbd-1,KC1
hnmafihd-1,F1: Superficial
hnmhfdmd-1,KC1
hnmnoilm-1,KC5
hnnadina-1,KC5
hnnaepml-1,KC5
hnnenjno-1,T
hnnihlpj-1,KC5
hnnjdaek-1,KC5
hnnnnbcb-1,KC5
hnnokhin-1,KC3
hnoccaii-1,KC1
hnoeifoj-1,KC3
hnplpchi-1,KC5
hoacdckp-1,KC5
hoacddgh-1,KC5
hoahbenf-1,KC5
hoahhbkc-1,KC5
hoanlple-1,KC5
hobagljj-1,KC5
hobbjoig-1,KC5
hobehela-1,KC5
hobhpgbp-1,KC3
hobmjhhi-1,KC5
hocccidk-1,KC3
hocciiok-1,KC5
hocdcbim-1,KC
hocgdgle-1,KC
hocmcmom-1,KC5
hocoekpa-1,KC5
hodfjkna-1,KC5
hodhhnhe-1,KC5
hodmcndl-1,KC5
hodoijeg-1,KC5
hodpjhae-1,KC5
hoehgikh-1,KC3
hoejofkp-1,KC5
hoemhmla-1,KC5
hogbobjc-1,KC
hogclblj-1,KC5
hogmeehh-1,KC5
hogmohai-1,KC5
hognhdkh-1,KC1
hogoaijk-1,Mast cell
hohflnfl-1,KC5
hoiagegh-1,VE3_Ven
hoidchmo-1,KC1
hoifkioe-1,KC1
hoihnemm-1,KC3
hoijkgne-1,KC1
hoijnmme-1,KC3
hoildhhi-1,KC3
hoinjekp-1,Mac2
hojbkmhn-1,KC1
hojcmhcp-1,F1: Superficial
hojkpkpd-1,VE3_Ven
hojlkifn-1,cDC2
hokhiehg-1,F1: Superficial
hokjnkad-1,VE3_Ven
hokjnkpe-1,Pericyte1
holmhamo-1,KC3
holmkjhb-1,KC1
holpgohb-1,F1: Superficial
homaogon-1,KC
homcchjm-1,Pericyte1
homcmgdp-1,F1: Superficial
homddbjb-1,KC
homdplnp-1,KC5
homnmehi-1,KC5
honbcohn-1,KC5
honcpbhp-1,KC3
hondchjl-1,KC3
honehaha-1,LC
honjfnhe-1,KC1
honklbhp-1,KC3
hooajcai-1,cDC2
hoobjkac-1,VE3_Ven
hooeoemo-1,KC1
hoojcpdn-1,KC1
hooldjnj-1,KC3
hoolenno-1,KC3
hoolielh-1,KC1
hopkpkhn-1,KC5
hopnekpm-1,KC1
hoppeohc-1,F1: Superficial
hpanmbnn-1,F1: Superficial
hpapcofc-1,KC1
hpbkekha-1,KC1
hpbmbiii-1,KC1
hpbmnjlc-1,KC5
hpboeioc-1,KC3
hpcacmao-1,F1: Superficial
hpccmobl-1,cDC2: MMP12hi
hpcdjhpc-1,LC
hpcffcjf-1,KC1
hpcgbmnm-1,KC1
hpciaaml-1,LC
hpcllmde-1,KC3
hpcmmdgi-1,KC3
hpcngonl-1,KC1
hpdfkelh-1,Mac2
hpdlijpl-1,F1: Superficial
hpdllcjc-1,Pericyte1
hpdmbnkg-1,T
hpdpooij-1,F1: Superficial
hpebncib-1,VE1_Art
hpedckdb-1,VE3_Ven
hpeejjac-1,KC5
hpeeomgh-1,KC
hpegceff-1,KC1
hpeimphk-1,KC3
hpfapacg-1,KC5
hpfbehoh-1,KC5
hpfifiel-1,KC5
hpfkgbej-1,KC5
hpfkljkj-1,KC1
hpfolidj-1,KC5
hpgbkilo-1,KC1
hpgcalhf-1,Melanocyte
hpgdfeon-1,F1: Superficial
hpgholpb-1,KC5
hphipeef-1,KC5
hpjakdnd-1,VE3_Ven_APLN+
hpjbgmhn-1,VE3_Ven
hpjcbbck-1,Pericyte1
hpjdjpgg-1,F2: Universal
hpjhpjfp-1,Pericyte1
hpjihcmi-1,Pericyte1
hpjjckho-1,VE3_Ven_APLN+
hpkaaako-1,KC5
hplamkhe-1,KC5
hplefden-1,KC5
hplgpgbk-1,KC5
hplipbem-1,F1: Superficial
hpmbanfm-1,VE3_Ven
hpmepaho-1,KC5
hpmfifhi-1,VE3_Ven
hpmjajah-1,F1: Superficial
hpmmedaa-1,F2: Universal
hpnfahhk-1,LE
hpnffhjp-1,F1: Superficial
hpnkmflm-1,F1: Superficial
hpnmkaaf-1,F1: Superficial
hpnohmng-1,F1: Superficial
hpnpcnkd-1,F2: Universal
hppbbmjb-1,cDC
hppbidnj-1,VE3_Ven
hppcbadd-1,VE3_Ven
hppfclim-1,VE3_Ven
hppflokm-1,F1: Superficial
hppgllka-1,Pericyte1
hppkjadm-1,VE3_Ven
hpplpfpc-1,Pericyte1
hppmbgai-1,Pericyte2_VSMC
hppoghgl-1,Pericyte1
hppplmbh-1,VE3_Ven
iaadgdlb-1,Pericyte1
iaaliabp-1,VE3_Ven
iabmcnbo-1,VE3_Ven
iabpcmhn-1,Pericyte1
iacehbcn-1,F2: Universal
iadchhij-1,VE3_Ven
iadfaaod-1,F1: Superficial
iadoddon-1,cDC2
iaefchkn-1,VE1_Art
iaehlcoe-1,T
iaejncbl-1,Mac2
iaepjfgd-1,Pericyte1
iaepklkm-1,F1: Superficial
iafckngi-1,F1: Superficial
iafhjlge-1,F1: Superficial
iafhkkjn-1,F1: Superficial
iafijbip-1,VE3_Ven
iafjfila-1,F1: Superficial
iafligle-1,Pericyte1
iafpocpd-1,VE3_Ven
iagahiei-1,F1: Superficial
iagbgepb-1,cDC2: EREG+CCR7+
iagefjcc-1,Pericyte1
iagjodap-1,KC
iahhaeej-1,Melanocyte
iahhmdaf-1,KC1
iahhofnl-1,Melanocyte
iahkpjlk-1,F1: Superficial
iaiadldl-1,KC
iaihgblp-1,Pericyte1
iajamaif-1,F1: Superficial
iajennif-1,Pericyte1
iajgepkg-1,LE
iajhaada-1,F1: Superficial
iajhedec-1,LE
iakaapoj-1,VE3_Ven
iakbenpn-1,Melanocyte
iakekbdd-1,F1: Superficial
ialchmpf-1,Pericyte1
ialeaioo-1,F1: Superficial
ialgchom-1,KC1
ialjkhka-1,VE4_Cap
ialmgmme-1,VE3_Ven
iamgnnjo-1,KC1
iamlfenb-1,VE4_Cap
iamlgchk-1,cDC2
iamlnmdi-1,F1: Superficial
iammbhil-1,cDC
iamncjjh-1,Melanocyte
iancagii-1,Pericyte2_VSMC
ianfgfad-1,VE3_Ven
ianjgldf-1,VE4_Cap
iaoapaan-1,F1: Superficial
iaobgfkd-1,F1: Superficial
iaoddjef-1,F1: Superficial
iaoehhkc-1,cDC1
iaofhelk-1,Pericyte1
iaoflbib-1,Pericyte1
iaogeeip-1,KC1
iapjalpp-1,F1: Superficial
ibamnlpf-1,KCinflamm_basal
ibaobmfl-1,KC1
ibbhbdcn-1,Melanocyte
ibbkocfm-1,Melanocyte
ibcbehml-1,KC1-2_cycling
ibcccnbc-1,KC1
ibcgofph-1,KC1
ibcmpnbk-1,KC1
ibdeildn-1,KC3
ibeahjdd-1,F1: Superficial
ibeajeip-1,KC1
ibeibcpd-1,KC1
ibelpajb-1,KC1
ibenilko-1,F1: Superficial
ibfhblig-1,KC3
ibfmkjll-1,KC1
ibfmoekh-1,LC
ibgbjale-1,LC
ibgdjnkl-1,KC1
ibgeipfh-1,KC1
ibghlbgg-1,F2: Universal
ibgognbo-1,KC1
ibgpailk-1,F1: Superficial
ibhegaeg-1,F2: Universal
ibhoglll-1,LE
ibiemnkk-1,F1: Superficial
ibiindgp-1,VE1_Art
ibijlecf-1,VE3_Ven
ibiljbaf-1,LC
ibkakpfl-1,F1: Superficial
ibkfjbml-1,KC1
ibkhpdck-1,KC5
ibkiipai-1,KC5
iblamhji-1,KC5
iblbcdaj-1,F1: Superficial
iblcmfbn-1,Pericyte1
iblfiimk-1,F1: Superficial
ibljeohf-1,Pericyte1
iblpehcc-1,VE3_Ven
iblpijpi-1,VE3_Ven
ibmgacop-1,KC1
ibmilkdi-1,KC5
ibmjgoal-1,KC1-2_cycling
ibmmckdj-1,KC3
ibmngdho-1,LC
ibnbmmgb-1,LC
ibnlkkok-1,KC3
ibnpjilo-1,KC3
iboahfan-1,KC3
ibomafmp-1,Melanocyte
ibpbofbm-1,KC1
ibpfgdfn-1,KC1
ibpikkig-1,KC1
ibpjppal-1,Pericyte1
ibpljgla-1,KC5
icadoban-1,KC5
icadopcg-1,KC5
icakgnaf-1,KC5
icbammfh-1,KC3
icbbafal-1,F1: Superficial
icbbjobo-1,F1: Superficial
icbfogog-1,Pericyte1
icbihjka-1,F1: Superficial
icbmffeh-1,KC5
icbpegbn-1,KC5
icbpjhgg-1,KC1
iccbhgkn-1,F1: Superficial
iccfifla-1,KC3
iccflked-1,KC5
iccjonbp-1,KC5
icclcohb-1,KC5
iccmabia-1,KC3
iccmpoep-1,KC5
icdcpilj-1,KC3
icddfall-1,KC3
icdhfooc-1,KC5
icdolnii-1,KC5
icdpjmfn-1,KC5
icecaoej-1,KC5
icecbach-1,KC3
icepnlfi-1,KC3
icfcoldc-1,KC3
icfimdkh-1,KC3
icgchjjm-1,KC1
icgciicn-1,Melanocyte
icgjdpdk-1,KC1
ichdbdhp-1,KC5
ichfackh-1,KC3
ichodmmn-1,KC5
ichpenaj-1,KC5
ichpmghc-1,KC3
icicmbbe-1,KC2/3_cycling
icieppbh-1,KC1-2_cycling
icijdkac-1,KC3
icinhanf-1,KC5
icinogmc-1,KC3
icipghmb-1,KC3
icjcaojf-1,KC1
icjchfnn-1,F1: Superficial
icjkkjjp-1,F1: Superficial
icjlgand-1,F1: Superficial
icjpbpce-1,F1: Superficial
ickeoene-1,Pericyte1
ickggmcc-1,Pericyte1
ickjhchn-1,Pericyte1
ickllkjl-1,F1: Superficial
ickocnii-1,LE
iclabjna-1,LE
iclcfpja-1,Melanocyte
iclmohej-1,nmSchwann
icmdbkhf-1,Mast cell
icmeehpn-1,Pericyte1
icmfando-1,Mac2
icmgggjn-1,Pericyte1
icmjpcoc-1,Mast cell
icndpadp-1,F1: Superficial
icnfjeik-1,Pericyte1
icnhaoln-1,Pericyte1
icoajmaa-1,VE4_Cap
icogfanh-1,VE3_Ven
icokfeop-1,F1: Superficial
icokgkli-1,Mast cell
icooobhg-1,F2: Universal
icpehpcf-1,F1: Superficial
icpmfgel-1,KC1
icppfhdb-1,KC1
idakkiol-1,Melanocyte
idaklnec-1,Melanocyte
idalakpo-1,KC1
idamfhdi-1,KC1
idaocepd-1,KC1
idapbenl-1,F1: Superficial
idbapkka-1,KC1
idbeplae-1,F1: Superficial
idbfhcmp-1,F1: Superficial
idbghklg-1,F1: Superficial
idblobao-1,F1: Superficial
idcipdic-1,F1: Superficial
idcljign-1,T
idcomkih-1,Tc2
iddnkhkm-1,cDC
ideceoff-1,F2: Universal
ideijkao-1,F1: Superficial
idekdeil-1,F1: Superficial
idepibhd-1,F1: Superficial
idffheah-1,LE
idfgeiol-1,LE
idfoadaj-1,F1: Superficial
idfpjjlp-1,KC1
idfpkima-1,KC1
idfpppml-1,VE3_Ven
idgabfgc-1,VE3_Ven
idgognbf-1,VE4_Cap
idgooddk-1,Mast cell
idhbblej-1,F1: Superficial
idhbgckh-1,Th
idhbgfem-1,VE3_Ven
idhfiame-1,Pericyte1
idhmbnfo-1,F1: Superficial
idichklm-1,F1: Superficial
idinhmkb-1,Pericyte1
idioaioa-1,MigDC (cDC2)
idjaghfm-1,VE3_Ven
idjcfolp-1,Mac2
idjinebm-1,F1: Superficial
idjkbhed-1,F1: Superficial
idjkngbi-1,Pericyte1
idjnmmag-1,F1: Superficial
idjpheol-1,F2: Universal
idkagbec-1,Mast cell
idkbdbjc-1,F1: Superficial
idkbfdga-1,F3: FRC-like
idkdbggj-1,Mast cell
idkdembc-1,Pericyte1
idkgfkok-1,Pericyte1
idklojcf-1,nmSchwann
idknhndk-1,F1: Superficial
idkocofg-1,F2: Universal
idlikaka-1,F1: Superficial
idmefdpn-1,Mac2
idmkdfdm-1,VE3_Ven
idmncppi-1,VE3_Ven
idnekbpo-1,VE3_Ven
idnhfpfi-1,VE3_Ven
idnkmfbf-1,VE3_Ven
idnkmgjh-1,Mac2
idnocpcn-1,cDC1
idocpkfp-1,F1: Superficial
idogigco-1,Treg
idooofim-1,Pericyte1
idopckem-1,F2: Universal
idpcjbch-1,F1: Superficial
idpjdjem-1,nmSchwann
idpkkbmp-1,F2: Universal
idplkkop-1,LE
ieabkiok-1,LE
ieahcgii-1,F1: Superficial
ieahjnpg-1,Pericyte1
ieaiblkj-1,Pericyte1
ieakljah-1,VE3_Ven
ieamjioh-1,F2: Universal
iebincbh-1,F3: FRC-like
iecaffmn-1,Mac2
iecbekle-1,Mast cell
iecibdlg-1,TRM_IL17+
iedchbel-1,F3: FRC-like
iedebnjl-1,F1: Superficial
iedifpop-1,F2: Universal
iedmkcdb-1,F3: FRC-like
ieedbmap-1,cDC2
ieefkgdg-1,F2: Universal
ieelpfnk-1,Pericyte1
ieenahkf-1,F3: FRC-like
ieenjibp-1,Pericyte2_VSMC
ieepkgdj-1,VE3_Ven
iefcjjco-1,VE3_Ven
iefeolof-1,F2: Universal
iegfacao-1,VE3_Ven
ieggcobg-1,F2: Universal
ieghiahe-1,Mac2
iegnmldg-1,Mac2
iehaapnl-1,cDC
iehajklo-1,cDC
iehbhjli-1,Mac2
iehclmka-1,T
iehdllad-1,Pericyte1
iehfbjjd-1,F2: Universal
iehfcfgm-1,cDC
iehidgjk-1,F3: FRC-like
iehidnjn-1,Th
ieigalnk-1,Pericyte1
ieiikakd-1,F3: FRC-like
iejjhmhp-1,VE3_Ven
iekdaapg-1,F1: Superficial
iekelghm-1,F3: FRC-like
ielhpkac-1,VE3_Ven
ielioakl-1,Mac2
ielmndod-1,KC3
ielpamih-1,KC1
iemjjoid-1,KC3
iemjkeep-1,nmSchwann
ienhfgng-1,KC1
ieninbfn-1,KC1
ieoicneo-1,nmSchwann
iepaoimd-1,KC3
iepdpcde-1,KC1
iepjmgbl-1,KC1
iepmaicn-1,F1: Superficial
iepmfokj-1,KC1
ifagchac-1,KC1
ifalkbbj-1,KC3
ifamknei-1,KC3
ifapblfp-1,KC3
ifbeakcg-1,KC3
ifbfjelb-1,KC3
ifbfmjfh-1,KC5
ifbjdmld-1,cDC2
ifccckid-1,F2: Universal
ifcfhljc-1,F1: Superficial
ifcglmok-1,F2: Universal
ifcjchoc-1,KC_Sebocyte_DuctOuter
ifcnmenn-1,KC3
ifdfbobl-1,KC3
ifdgmjal-1,KC3
ifebekaa-1,KC1
ifefckgb-1,KC3
ifegkpig-1,KC1
ifekdghm-1,KC3
ifelhkpb-1,VE3_Ven
ifellagf-1,Pericyte1
ifenhpoo-1,VE3_Ven
ifenjpco-1,F1: Superficial
iffgedbd-1,F2: Universal
iffjfjgo-1,F1: Superficial
iffjijfo-1,F1: Superficial
iffnieam-1,F1: Superficial
ifgagaei-1,F1: Superficial
ifgbkjfa-1,cDC2: EREG+CCR7+
ifgenmca-1,Melanocyte
ifggicgn-1,VE3_Ven
ifgipmdf-1,Pericyte1
ifgnkpgc-1,VE3_Ven
ifhcaboi-1,Pericyte1
ifhcbdin-1,F1: Superficial
ifhjhfaj-1,F1: Superficial
ififelpc-1,VE3_Ven
ifigaeeo-1,Mac2
ifijefkb-1,Pericyte1
ifijpnfm-1,Mac2
ifilgicj-1,F2: Universal
ifjcldcm-1,T
ifjdapod-1,F3: FRC-like
ifjghllc-1,F2: Universal
ifjiekhk-1,F2: Universal
ifjjlicc-1,cDC2
ifjopkkb-1,T
ifkbfeio-1,Mac2
ifkhgnhk-1,F3: FRC-like
ifkhhebg-1,F1: Superficial
ifkkgbkh-1,Th
ifkkpmjl-1,F3: FRC-like
ifkldepo-1,F1: Superficial
ifklilec-1,T
ifklipoc-1,Th
ifkonppo-1,VE4_Cap
