cell_id,group
clihpkbe-1,F2: Universal
clijkepf-1,VE3_Ven
clilbdcm-1,VE3_Ven
clioanpl-1,KC1
cljabdfb-1,T
cljapfib-1,F2: Universal
cljjgfgj-1,Melanocyte
cljmndna-1,KC3
cljnheae-1,KC1
cljnicki-1,KC1-2_cycling
cljocape-1,KC1-2_cycling
clkadjap-1,Sweat gland channel outer
clkdefkf-1,KC1
clkeimdb-1,KC
cllbcpmc-1,KC1
cllikpfg-1,VE3_Ven
cllkfcnj-1,Mac2
cllkkbli-1,F2: Universal
cllmcldh-1,VE3_Ven
clmapkpj-1,KC3
clmekeja-1,KC1
clmlmnoo-1,KC2/3_cycling
clmlolll-1,KC1
clmmemgo-1,KC1
clmpogcj-1,KC1
clnflepo-1,KC3
clnhbhep-1,KC1
clnhlgeh-1,KC1
clnlldaf-1,KC1
cloabmie-1,KC1
cloahdbd-1,KC3
clockipe-1,KC1
clojghhf-1,KC3
clomalli-1,KC1
clpbfbfl-1,KC3
clpbiifn-1,KC1
clpgbadb-1,F1: Superficial
clpgbaie-1,KC3
clpibgac-1,KC1
clpjpfob-1,KC3
clplalcd-1,KC1
clpojldg-1,LC
clppcbph-1,KC1
cmaafceg-1,KC2/3_cycling
cmaalpgp-1,KC3
cmalaabf-1,KC1-2_cycling
cmalgpfk-1,KC1
cmaningo-1,KC3
cmbfobgi-1,KC1
cmbhoboi-1,KC3
cmbkmmfi-1,KC1
cmcihhap-1,LE
cmdejbhd-1,Mac2
cmdhdmek-1,KC1
cmdiehmm-1,KC1
cmeakncb-1,LE
cmebgnna-1,F1: Superficial
cmeepdgl-1,KC3
cmeepial-1,LE
cmfflbnm-1,KC3
cmfnkfeb-1,KC3
cmgbncbp-1,KC
cmgmooin-1,KC3
cmgofmfn-1,KC1
cmhbcgmh-1,KC1
cmhbdnjd-1,KC1
cmhedpbe-1,KC1
cmhhdihp-1,Melanocyte
cmhhlhdp-1,F1: Superficial
cmhppapb-1,VE3_Ven
cmibpjdb-1,F1: Superficial
cmiklmom-1,KC1
cmjgijjl-1,KC1
cmjifbgo-1,KC1
cmjjpmld-1,KC1
cmjkiagc-1,KC1
cmjmodna-1,KC1
cmjobeeg-1,KC2/3_cycling
cmjopdof-1,KC1
cmkckdpl-1,KC1
cmkcolpl-1,KC1
cmkohdmk-1,KC1
cmlahjbm-1,KC3
cmleefol-1,KC1
cmlhjpjg-1,KC3
cmlkbkhm-1,KC2/3_cycling
cmlklfgk-1,KC1
cmmbfocb-1,KC3
cmmhjmjg-1,KC1
cmmhmhoe-1,KC1-2_cycling
cmmmdidp-1,KC3
cmmobnjm-1,KC3
cmmohnde-1,KC3
cmncneoa-1,KC3
cmndlbhb-1,KC1
cmngfmch-1,KC1
cmnlmici-1,KC2/3_cycling
cmoaclom-1,KC1
cmogkgem-1,KC
cmoikmka-1,KC1
cmokfnli-1,Melanocyte
cmonpjae-1,KC
cmopncbd-1,KC2/3_cycling
cmpjkneg-1,KC
cmpkmjbj-1,KC1
cmpkphpo-1,KC3
cmpnoadj-1,KC
cnacjdco-1,KC3
cnadkcpg-1,KC3
cnafkhaa-1,KC3
cnaiecnf-1,KC3
cnaigpfh-1,KC1
cnaiofia-1,KC1
cnajmoob-1,KC3
cnananbi-1,KC3
cnanodng-1,KC1
cnbcmfpj-1,KC3
cnbglmab-1,KC1
cnbjeibp-1,KC1
cnbolnab-1,KC1
cncceoff-1,KC1
cnccnmhl-1,KC3
cnchaikb-1,KC3
cncifefl-1,KC3
cndddlfc-1,KC1
cndeaopd-1,KC1
cndgmhcg-1,KC3
cndhnlph-1,KC3
cndncdbo-1,KC1
cneelffd-1,KC2/3_cycling
cnegmgmc-1,KC1
cnelchlo-1,KC1
cneldpnm-1,KC1
cnellfbb-1,KC1
cnelliie-1,KC1
cnfdihil-1,KC3
cnflpkjc-1,KC1
cngagbja-1,KC3
cngbcmjc-1,KC3
cngbffnl-1,KC3
cngkpkhp-1,KC3
cngocaoh-1,KC
cnhheoen-1,KC3
cnhhobbp-1,KC
cnhihcal-1,KC1
cniehchj-1,KC1
cnimbgjg-1,KC1
cninmlhe-1,KC1
cnjdjmgk-1,KC1
cnjhecgj-1,KC3
cnjhihpd-1,KC1
cnknlpgh-1,KC1
cnkpcjbp-1,Melanocyte
cnlakaab-1,KC1
cnlbdnkb-1,Melanocyte
cnlgembo-1,KC1
cnlgfbjc-1,KC1
cnlkopci-1,KC1
cnmfhcje-1,KC3
cnmgobif-1,KC5
cnmmjhjn-1,KC3
cnnbfgee-1,KC5
cnnbkmch-1,KC3
cnnfmhif-1,KC3
cnnmgabh-1,KC3
cnoddpml-1,KC3
cnodlgkc-1,KC3
cnoeaioo-1,KC5
cnohhmkg-1,KC3
cnookhec-1,KC3
cnpbdndn-1,KC3
cnpdknln-1,KC3
coadfiif-1,KC3
coagdplj-1,KC3
coakhijl-1,KC3
coakjmai-1,KC
coalggho-1,KC1
coaljfib-1,KC3
coalomof-1,KC1
coaomnjb-1,KC3
coapddif-1,KC3
cobaiohp-1,KC3
cocadjef-1,KC1
cocbomja-1,KC3
cocepmig-1,KC1
cocioefa-1,KC3
cocnfphc-1,KC3
cocpccge-1,KC3
codellnm-1,KC3
codgggdh-1,KC3
codgmgcd-1,KC3
codknglo-1,KC5
codopdpd-1,KC3
coeafbhc-1,KC1
coeaofnh-1,KC3
coecepli-1,KC3
coeghnib-1,KC1
coehdlih-1,KC3
coejniak-1,KC3
coemaoep-1,KC3
coemjajp-1,KC1
coffadlh-1,KC1
coggfpna-1,KC3
cogjgapo-1,KC3
cognknfb-1,KC3
cohackdi-1,KC1
cohgbmlp-1,KC
cohoobgk-1,KC3
cohooejj-1,KC3
coibbkhf-1,KC3
coicgegb-1,KC3
coieidfl-1,KC3
coijhmab-1,KC3
coikdpho-1,KC3
cojaeofi-1,KC3
cojbmlij-1,KC3
cojejmci-1,KC1
cojenfnj-1,KC1
cojgimob-1,KC3
cojhjdfc-1,KC3
cojodjac-1,KC3
cokdfejp-1,KC3
cokibclh-1,KC1
coklcpeh-1,KC
cokpaojg-1,KC1
colbmgof-1,KC1
collhnaa-1,LC
coloijdg-1,KC3
comaahpi-1,KC5
comaeoli-1,KC3
comjoafh-1,KC3
comleiil-1,KC1
conakegc-1,KC1
conbiclk-1,KC1
conbpigf-1,KC1
condbjpf-1,KC3
conglomp-1,KC
conmpdbf-1,KC3
connadja-1,KC3
conoahgm-1,KC
conpjbni-1,KC3
cooannne-1,KC3
cooccpbi-1,KC1
cooppaif-1,KC3
copeankl-1,KC1
copggeoi-1,KC1
cophgdkn-1,KC3
copmogje-1,KC3
cpahkjpc-1,KC3
cpapocjg-1,KC3
cpbaklbd-1,KC3
cpbanege-1,KC3
cpbecpjm-1,KC3
cpbeojde-1,KC3
cpbjmafp-1,VE3_Ven
cpboohel-1,KC1
cpccklco-1,KC3
cpciiljl-1,KC3
cpckijni-1,KC1
cpclkigp-1,KC3
cpdaokdg-1,KC3
cpdgceda-1,LC
cpdkfaej-1,KC3
cpdmcaeg-1,KC1
cpeeodmo-1,KC1
cpfaadmn-1,KC1
cpfdgikj-1,KC1
cpfdlapj-1,KC1
cpfhbonb-1,KC1
cpfifadg-1,KC1
cpfikmhj-1,KC1
cpfjinch-1,KC3
cpgldjkg-1,KC3
cpgpnpck-1,KC1
cphaagfm-1,KC1
cphadngh-1,KC3
cpiajfpf-1,KC3
cpicddkl-1,KC3
cpifcjmj-1,KC3
cpigdcch-1,KC3
cpigdfcp-1,KC3
cpijcpgm-1,cDC1
cpijiedp-1,KC1
cpinpjpe-1,KC1
cpjefbfb-1,F1: Superficial
cpjfgceh-1,KC3
cpjhefal-1,KC1
cpjmmoak-1,KC3
cpjnbjdf-1,KC
cpjodiep-1,KC1
cpkeceho-1,KC3
cpkjhbdk-1,KC1
cpknfhhk-1,KC1
cplghfkl-1,KC3
cploigdi-1,KC3
cpmbhobb-1,KC3
cpmllcdl-1,KC3
cpmnilea-1,KC3
cpnbelhh-1,KC1
cpndcepb-1,KC1
cpnhaien-1,KC3
cpninicn-1,KC3
cpogpfhe-1,KC1
cpoicklf-1,KC1
cponigik-1,KC3
cpoobcja-1,KC3
cppdamod-1,KC1
cppekamd-1,KC
cppiicej-1,KC3
cppknpph-1,KC3
cpplmbfn-1,KC1
cppppnom-1,KC3
daandaoc-1,KC3
daannlcg-1,KC3
daaokimo-1,KC3
dabedngn-1,KC
dabmnibn-1,KC1
dabphiee-1,KC1
dacdmigo-1,LC
dachgmhm-1,KC3
dacikooe-1,KC1
dacnkiep-1,KC3
dacplgdb-1,KC
dadbgjkd-1,KC3
dadeabbj-1,KC5
dadfmcfb-1,KC
dadhpojd-1,KC1
dadihgoo-1,KC3
dadkopei-1,KC3
dadmpnlk-1,KC1-2_cycling
daekngna-1,KC1
daeldnkg-1,KC1
daelmicg-1,KC1
daemeifj-1,KC1
daenoomh-1,KC1
dafcbndf-1,Melanocyte
dafekbfj-1,KC1
dafkdhen-1,KC1
dafmmnjb-1,Melanocyte
dagangfi-1,KC1
dagggknb-1,KC1
dagmjdig-1,KC3
dagngian-1,KC3
dagnmgmd-1,KC3
dahkdamj-1,Melanocyte
dahklceg-1,KC5
dahpnadf-1,KC3
dahpomdh-1,KC3
dajbbcdc-1,KC1
dajdopno-1,KC3
dajfdmbd-1,KC3
dajhjhic-1,KC3
dajlchpo-1,KC3
dakcmhhm-1,KC3
dakiachn-1,KC
dakmnidj-1,KC
daljjacg-1,KC1
dalkcghd-1,KC1
dalmcnni-1,KC3
dambbkag-1,KC3
damfjipb-1,KC3
damjdgca-1,KC3
damkfjka-1,KC3
dampcpnl-1,KC3
dancblcd-1,KC3
dancjhnb-1,KC3
dandepjk-1,KC3
danfkmgo-1,KC3
dangilln-1,KC3
danhcmlh-1,KC5
danindki-1,KC3
danlbhpn-1,KC3
daoinkhf-1,KC3
dbabehbb-1,KC3
dbabgknp-1,KC3
dbaigfco-1,KC3
dbaknhka-1,KC3
dbbagoel-1,KC3
dbbajkof-1,KC3
dbbdelfc-1,KC3
dbbfgihf-1,KC3
dbbhnekb-1,KC3
dbbjcjio-1,KC1
dbbpkeki-1,KC3
dbchindc-1,KC3
dbcliabc-1,KC3
dbcmbngi-1,KC3
dbcppoad-1,KC3
dbdbgjde-1,KC3
dbdfbmik-1,KC3
dbdloloh-1,KC3
dbdokmea-1,KC3
dbeidcih-1,KC
dbelpndi-1,KC1
dbfkjojj-1,KC
dbfndcio-1,KC3
dbfphbcj-1,LC
dbgblofa-1,KC3
dbgcbomg-1,KC3
dbgdgfml-1,KC3
dbgojkoa-1,KC3
dbhcepla-1,KC3
dbhdgnhd-1,KC5
dbhdlaij-1,KC3
dbianjem-1,KC5
dbigmfch-1,KC3
dbihoblb-1,KC3
dbiicecj-1,KC3
dbinaojk-1,KC1
dbinbgcm-1,KC1
dbjiohea-1,KC1
dbjkcgbi-1,KC3
dbkacnlf-1,KC3
dbkcbecp-1,KC5
dbkdiflf-1,KC3
dbkjcoec-1,KC3
dbklodel-1,KC3
dbkpfjdj-1,KC1
dblhphpk-1,KC3
dblkkhag-1,KC1
dblnlkig-1,KC3
dbmcmecf-1,KC1
dbmidaib-1,KC1
dbngfmpn-1,KC1
dbnidlfo-1,KC3
dboaedgp-1,Mac2
dboaepcg-1,KC1
dbolmehi-1,KC3
dbpcdkpb-1,F1: Superficial
dbpcfpmk-1,KC1
dbpnogpc-1,KC3
dcaaipob-1,KC1
dcabbdcp-1,KC3
dcafpoen-1,KC1
dcapljip-1,KC1-2_cycling
dcbagmmh-1,T_γδ
dcbcdocj-1,KC1
dcbjbfmd-1,KC1
dcbphaem-1,KC1
dcccgfeg-1,KC3
dccgfkhi-1,KC5
dccjjnmo-1,KC3
dcclpgjh-1,KC3
dccpajgo-1,KC
dcdddbfe-1,KC
dcdgmbpa-1,KC3
dcdjngof-1,KC3
dcdlakmh-1,KC3
dcepngco-1,KC3
dcfgokoj-1,KC3
dcfhgmbi-1,KC3
dcfmbmji-1,KC
dcfodpah-1,KC3
dcgcfffh-1,KC3
dcghaimm-1,KC3
dcgjifed-1,KC3
dcgklebp-1,KC3
dchekpep-1,KC3
dcifjnlh-1,KC3
dcjbfiei-1,KC3
dcjbijef-1,KC3
dcjdpngo-1,KC
dcjjeekh-1,KC3
dcjjndmj-1,KC5
dckbhfcg-1,KC5
dckbkdog-1,KC5
dckeomon-1,KC3
dckfjdfi-1,KC3
dckgoldb-1,KC3
dcklflmd-1,KC3
dclbnido-1,KC3
dcldlfph-1,KC3
dclgiikj-1,KC3
dclmnlfl-1,KC3
dcmaobpl-1,KC3
dcmeppmm-1,KC1
dcmhehbl-1,KC1
dcmogfmb-1,KC1-2_cycling
dcmpepgc-1,KC1
dcnedbpd-1,KC1
dcnfkanf-1,KC3
dcngggcd-1,KC1
dcnhkbej-1,KC3
dcnmhaff-1,KC3
dcobaoph-1,KC1
dcodndkj-1,Melanocyte
dcoeaglb-1,KC3
dcoedfde-1,KC3
dcoemifg-1,KC3
dcohkcil-1,KC3
dcoifklh-1,KC3
dcoigjid-1,KC3
dcpcidmm-1,KC1-2_cycling
dcpgjppj-1,KC3
dcpkonhd-1,KC1
dcplakab-1,KC2/3_cycling
ddaieijo-1,KC3
ddajbkkm-1,KC3
ddalekig-1,KC3
ddaojckp-1,KC3
ddbccdfe-1,KC3
ddbccepj-1,KC3
ddbcnmaa-1,KC3
ddbfknlg-1,KC5
ddcfieoo-1,KC3
ddcijgcm-1,KC3
ddcmbgag-1,KC3
ddcodajc-1,LC
ddcofbdb-1,KC3
dddffjjj-1,KC1
dddfloge-1,KC1
dddghmeb-1,KC1
dddiciml-1,KC1
dddloofh-1,KC3
dddnfllc-1,KC1
ddeagpii-1,KC3
ddecaeff-1,LC
ddegpigc-1,KC3
ddeifpba-1,KC3
ddeldihi-1,KC3
ddeolngl-1,KC3
ddfjfhdh-1,KC1
ddfjkdgo-1,LC
ddfolgfi-1,KC3
ddfpechd-1,KC1
ddgcikkb-1,KC1
ddgcpbmc-1,KC3
ddgfgehc-1,LC
ddgijbcg-1,KC1
ddhbmeji-1,KC1
ddhdlade-1,F1: Superficial
ddhhklna-1,KC1
ddhjfddj-1,KC1
ddhjjjaj-1,KC1
ddhkkohg-1,KC1
ddhnipja-1,KC3
ddieloop-1,KC1
ddiemkpj-1,KC1
ddiigbhn-1,KC2
ddjhcaja-1,KC3
ddjkkjbl-1,KC1
ddjmjhbc-1,KC3
ddjnlpbn-1,KC3
ddkcklej-1,KC3
ddkhkbhd-1,KC1
ddkijjkg-1,KC1
ddkojabo-1,KC1
ddlbkeib-1,Melanocyte
ddlekfkd-1,KC1
ddlofbao-1,KC3
ddlofokd-1,KC3
ddmcdmpd-1,KC3
ddmipeel-1,KC3
ddmmfalg-1,KC3
ddnhdfao-1,KC3
ddnmnifc-1,KC3
ddnobfme-1,KC3
ddoebioc-1,KC3
ddomgjgk-1,KC3
ddomoejk-1,KC3
ddooegkb-1,KC3
ddpdkbbn-1,KC3
ddpdpbbp-1,KC3
ddpfnghh-1,KC1-2_cycling
ddphibmb-1,KC3
ddphjdbk-1,KC1-2_cycling
ddpmoppm-1,KC1-2_cycling
deaadanb-1,KC3
deaffdlg-1,KC3
deahojpc-1,KC1
deakmkcn-1,KC1
deamfcpo-1,KC3
deanicao-1,KC1
debhomel-1,KC1
debkhnpc-1,KC3
debnbfad-1,KC3
debpcbka-1,KC3
decikike-1,KC3
decmmdlk-1,KC3
decogaio-1,KC1
dedabkgi-1,KC1
dedmiebm-1,KC3
dednahai-1,KC3
dedofmfo-1,KC3
deebjhlm-1,KC1
deefjbhh-1,KC3
deekilnk-1,KC3
deepbodf-1,KC3
deepgmii-1,KC1
defbbegj-1,KC3
defecpie-1,KC
defhofil-1,KC1
defkmngn-1,KC1
defknpbn-1,KC3
defnjjkf-1,KC1
defpdpef-1,KC1
degehlgo-1,KC1
degladca-1,KC1
dehafboh-1,KC1
dehaigdl-1,KC1-2_cycling
dehdjpmg-1,KC1
dehibgei-1,KC3
dehkoaan-1,KC3
dehlbfnh-1,KC1
dehlfbbm-1,KC1
deibchke-1,KC3
deineahn-1,KC3
deinoakk-1,KC
dejabmoh-1,KC3
dejbinbd-1,KC1
dejdjfpm-1,KC3
dejgdeik-1,KC3
dejhaiie-1,KC3
dejnjamp-1,KC3
dekaijee-1,KC3
dekgbnkk-1,KC3
dekigcem-1,KC1
delaidnd-1,KC1
deleconi-1,KC1-2_cycling
delgpjeh-1,KC1
delhcmgh-1,KC
dellchib-1,KC1
delneigg-1,KC1-2_cycling
demchgfg-1,KC1
demdckpg-1,KC1
demgiajh-1,KC3
demglpgi-1,KC1
demhbmjd-1,KC3
denjkfap-1,KC3
dennjfoe-1,KC3
deodihjd-1,LC
deoibmdh-1,KC
depgdldh-1,KC3
depodccj-1,KC3
dfaamoab-1,KC3
dfaanlnm-1,KC3
dfaccdhl-1,KC3
dfagbcjj-1,KC1
dfakijdl-1,KC3
dfbdmhik-1,KC1
dfbgmoia-1,KC1
dfbmbphp-1,KC3
dfbmhebl-1,KC3
dfbmlgli-1,KC3
dfcdlgil-1,KC3
dfchpldc-1,KC3
dfckgpcn-1,KC3
dfcnpbhn-1,KC3
dfdajgbj-1,KC3
dfdjhlna-1,LC
dfdjhpeh-1,KC1
dfdlpgij-1,KC3
dfeahgog-1,KC1
dfekjami-1,KC1
dfemgome-1,KC3
dfemjplb-1,KC3
dfenklja-1,KC3
dffalala-1,KC3
dffgeoio-1,KC3
dfgdflle-1,KC5
dfgilkli-1,KC3
dfhafenk-1,KC3
dfhcmhpn-1,KC3
dfhedddc-1,KC3
dfhhgbbc-1,KC3
dfhjjefd-1,KC3
dfhmbmjn-1,KC3
dfhmbphg-1,KC3
dfhndbcf-1,KC3
dfiedhcp-1,KC1
dfihopbm-1,KC1
dfimpcfd-1,KC3
dfiolemf-1,KC3
dfjaaidm-1,KC3
dfjbkdfc-1,T
dfjjgjea-1,KC1
dfkdkjgc-1,KC3
dfkfppak-1,KC1-2_cycling
dfkghafm-1,KC3
dfkjgmgf-1,KC3
dfkmnpjd-1,KC3
dfknmpjn-1,KC3
dflbppin-1,KC1
dflfcalo-1,KC3
dflimdab-1,Melanocyte
dfljgjkf-1,KC3
dflpgmai-1,KC3
dfmegnak-1,KC1
dfmieole-1,Melanocyte
dfmokhfa-1,KC1
dfnaaboi-1,cDC2
dfnajjfj-1,KCinflamm_basal
dfnomhdh-1,KC1
dfoaagpf-1,KC1-2_cycling
dfocpjin-1,LC
dfoeaemp-1,KC3
dfoiiglh-1,KC3
dfomjkga-1,KC3
dfopmpol-1,KC3
dfpbfenj-1,KC1
dfpbjgeg-1,KC1
dfpfimnk-1,KC1
dfpkndol-1,KC3
dfplkelo-1,KC1
dfpnppbh-1,KC
dgaflbfa-1,KC3
dgagagbc-1,KC3
dgahndif-1,KC3
dgaigbhi-1,KC3
dgbkjmfl-1,KC3
dgblmfcj-1,KC
dgbolamp-1,F2: Universal
dgcbkinb-1,cDC2: MMP12hi
dgcccedf-1,cDC2: MMP12hi
dgcpnmnh-1,VE3_Ven
dgdmgnfa-1,Mast cell
dgdphacm-1,F1: Superficial
dgebklcj-1,F1: Superficial
dgehnkok-1,F2: Universal
dgeklgkg-1,KC1
dgencbfb-1,F2: Universal
dgfabmda-1,Treg
dgfkhfhb-1,KC1
dgfppoif-1,KC3
dggdbjih-1,KC3
dggnckbm-1,KC3
dghkfich-1,KC3
dgiefkda-1,Melanocyte
dgiigeni-1,F1: Superficial
dgiljknl-1,cDC2_cycling
dgimajeb-1,KC1-2_cycling
dgjamkhc-1,KC1
dgjblgcg-1,LC
dgjfjhhb-1,LC
dgjijhal-1,cDC2
dgjkkefc-1,KC3
dgjmbmio-1,KC3
dgjngmgi-1,KC1
dgjokapj-1,KC3
dgkbpjhj-1,KC1
dgkcfgph-1,KC3
dgkhgmdl-1,KC3
dgkkbjlc-1,Sweat gland channel outer
dglakdgc-1,KC3
dgldghhh-1,KC3
dglfbpgp-1,Treg
dglfoccm-1,F1: Superficial
dgliekon-1,LE
dglofpmj-1,LE
dglpokie-1,VE3_Ven
dgmclgfa-1,VE3_Ven
dgmhnagj-1,Pericyte1
dgmiilbn-1,Pericyte1
dgmkhmdm-1,VE1_Art
dgmmdeno-1,Tc3_IFNGhi
dgndlgkb-1,Mac2
dgneioob-1,VE1_Art
dgnejecb-1,VE1_Art
dgnlnjfd-1,KC3
dgnpdioj-1,KC1
dgoaailj-1,KC3
dgohocnp-1,KC1
dgoieogh-1,cDC2
dgoigkpg-1,F2: Universal
dgomdbob-1,T_γδ
dgonlhgm-1,Treg_LRRC32+
dgpijbek-1,KC1
dgpmdoam-1,KC1
dhabofnj-1,KC1
dhadnkel-1,KC2/3_cycling
dhainldh-1,KC1
dhbcadki-1,KC3
dhbdaibo-1,KC1
dhbfpejf-1,KC_Sebocyte_DuctOuter
dhbkniji-1,KC1
dhblahhn-1,KC3
dhbmolbm-1,KC1
dhbncack-1,KC3
dhbppoei-1,KC3
dhcjeecc-1,KC3
dhckjphf-1,VE3_Ven
dhcknech-1,F2: Universal
dhcogham-1,KC2/3_cycling
dhdakljj-1,KC3
dhdaofbl-1,KC_Sebocyte_DuctOuter
dhdbmfmj-1,KC1
dhecmpmj-1,Melanocyte
dhehbdnd-1,KC3
dheimplj-1,KC3
dhendgpi-1,KC3
dhenifhk-1,KC3
dhfiadhp-1,KC3
dhfjpegj-1,KC3
dhfjplcb-1,LC
dhflmpkc-1,KC1
dhfmkhkd-1,KC1
dhfnpljk-1,KC1
dhfpfijb-1,KC1
dhgajjfp-1,Melanocyte
dhggbcnh-1,KC1
dhgjceek-1,KC1
dhglbpfj-1,KC5
dhgllkap-1,KC3
dhgmalaa-1,KC3
dhgpnlcp-1,KC3
dhhekbmf-1,KC3
dhhjdemd-1,KC3
dhhnainh-1,KC1
dhhoioid-1,Melanocyte
dhieamod-1,LC
dhifjpcg-1,KC3
dhihegih-1,KC3
dhinecoj-1,ILC3
dhjghckb-1,F1: Superficial
dhjglgli-1,F1: Superficial
dhjgloii-1,cDC2_cycling
dhjhbcfo-1,KC3
dhjkaeoi-1,KC1
dhjnejlj-1,KC1
dhkaimgh-1,KC3
dhkcddhg-1,KC3
dhknjpcb-1,KC3
dhlgknlm-1,KC3
dhlkonfc-1,KC3
dhlljbdn-1,KC3
dhlljced-1,KC3
dhmaindc-1,KC3
dhmakcnb-1,KC3
dhmgablh-1,KC3
dhmgiboj-1,KC3
dhmgnpbm-1,KC3
dhmkbdmn-1,KC3
dhmpjdhc-1,KC3
dhncjckc-1,Melanocyte
dhncopom-1,KC1
dhnjgigo-1,LC
dhobdipf-1,KC3
dhoceamj-1,LC
dhodmakc-1,KC3
dhogpodi-1,KC
dhoimkee-1,KC3
dhokpldn-1,KC3
dhooembf-1,KC3
dhpfildj-1,KC3
dhpkkoib-1,KC1
dhpoofoi-1,KC5
dhppnecm-1,KC3
diaabkbe-1,KC3
diaklmfd-1,KC5
diapjppb-1,KC3
dibcmmka-1,KC3
dibfihcj-1,KC3
dibidajb-1,KC3
diccchde-1,KC3
dicdimgl-1,KC3
dicehcec-1,KC
dichnfdd-1,KC3
didicgnn-1,KC3
didkfjnk-1,KC1
didmnbbj-1,KC1
didngcka-1,KC1-2_cycling
dieacano-1,KC1
diebaijb-1,Melanocyte
diefilcj-1,KC1
dieiagjk-1,KC
dienibak-1,KC1
difaibpf-1,Melanocyte
diffefje-1,KC1
diffpdof-1,KC3
difgcacm-1,KC1-2_cycling
difjogpk-1,KC1
difkjkbd-1,KC1
diflfcjg-1,KC1
digeigei-1,KC1
digimkpl-1,KC1
dihcgcab-1,Melanocyte
dihefcfi-1,KC1
dihgkfke-1,KC3
dihjkcpn-1,KC1
diiijnje-1,KC1
diiimchg-1,KC1
diimoabf-1,KC1
diineomm-1,KC3
dijceema-1,KC2/3_cycling
dijgofik-1,KC1
dijlbbpg-1,KC3
dijpjjhi-1,KC3
dikbdkbm-1,KC3
dikebach-1,KC
dikjodnp-1,KC3
diklgdah-1,KC3
diknpnnm-1,KC1
dilafnfi-1,KC3
dilgbcek-1,KC3
dimbnkik-1,KC1
dimjffmc-1,KC3
dimkahok-1,KC3
dimmpfjh-1,KC1
dinamcgc-1,KC3
dincbaep-1,KC3
dinekgep-1,KC3
dinfnfka-1,KC3
dinihimj-1,cDC2: MMP12hi
dinillcl-1,F2: Universal
dinlejgj-1,cDC2: MMP12hi
diodinib-1,KC3
diohneec-1,KC1
dipelhhm-1,KC5
dipflhho-1,KC
dipngokj-1,KC1
dipninpd-1,KC5
djaaenhi-1,KC
djaaoolg-1,KC3
djabbbkj-1,KC2/3_cycling
djabgpie-1,KC3
djafmoll-1,KC1
djahdibl-1,KC1
djaidbgg-1,KC1-2_cycling
djaingld-1,KC5
djalbnbb-1,KC
djalmppj-1,KC3
djamcbfn-1,KC5
djamfehl-1,KC5
djbambak-1,T
djbfmfop-1,F2: Universal
djblfbfh-1,Th
djbljllf-1,F1: Superficial
djbobmog-1,F2: Universal
djbpfljf-1,Th
djbpjidf-1,KC
djcaedah-1,KC3
djcalndp-1,nmSchwann
djcbdeoc-1,F1: Superficial
djccgdlj-1,Tc0
djcdlmaf-1,T
djcemlfm-1,cDC2
djcgcjhn-1,T
djcgfneh-1,KC5
djchmeae-1,KC5
djchnjfp-1,KC5
djcibimc-1,KC5
djciflgp-1,KC
djcippih-1,KC3
djcjabfp-1,KC3
djcjbfaf-1,KC
djckeahh-1,KC1
djclfloi-1,KC1
djcnfbko-1,Melanocyte
djcoibpa-1,KC3
djdbjlic-1,KC1
djddobom-1,KC1
djdlkhae-1,KC1
djdmbchp-1,KC3
djdmcaib-1,KC1
djdplpde-1,KC3
djecmanc-1,KC3
djeomnnk-1,KC3
djepfdgk-1,KC3
djfbdilg-1,KC1
djffgieb-1,KC1
djfiajai-1,KC1
djfkdfkd-1,KC3
djfphddh-1,KC1
djggclmf-1,KC1
djggijlj-1,KC1
djgiifdn-1,KC1
djgompkp-1,KC1
djhchcka-1,Mac2
djhlmbla-1,KC3
djicdmfo-1,KC3
djidlmmj-1,KC3
djilmaag-1,KC3
djimcfae-1,KC3
djimdiop-1,KC1
djimgmbm-1,KC3
djjfhmnj-1,KC3
djjjnfhk-1,KC1
djjlbhhj-1,KC2/3_cycling
djjnnoen-1,KC1
djkfmbak-1,KC2/3_cycling
djkjoloj-1,KC1
djkpfkdl-1,KC1
djlaffek-1,F1: Superficial
djlcgdge-1,F1: Superficial
djllblho-1,Pericyte1
djmapjip-1,Mac2
djndbcpe-1,KC3
djnepcbj-1,KC1
djnkenjl-1,KC1
djnlohmp-1,KC1
djnnidah-1,KC3
djnomnfo-1,KC1
djnonjin-1,KC3
djolpoea-1,KC1
djopdkmc-1,KC3
djopobcg-1,KC3
djpafgho-1,KC1
djpbhogf-1,KC1-2_cycling
djpcamje-1,F1: Superficial
djpddbdl-1,cDC2: MMP12hi
djphppfb-1,KC1
djpmgnbn-1,KC1
djpokkjn-1,KC1
dkajompi-1,KC1
dkalfmel-1,Melanocyte
dkapebge-1,KC1
dkaplfme-1,KC3
dkbbfkne-1,KC3
dkbipdjp-1,KC3
dkbonifo-1,KC1
dkcgilcg-1,KC3
dkcipkjm-1,KC1
dkckbpmm-1,KC3
dkcmcnhd-1,KC5
dkcmfbcg-1,KC3
dkcpmbcl-1,KC3
dkcpmdmc-1,KC3
dkdgadno-1,KC
dkdjncce-1,KC
dkdoifbk-1,KC
dkeddhek-1,KC3
dkefjnek-1,KC1
dkegbgco-1,KC1
dkehgfad-1,Melanocyte
dkejolcf-1,KC3
dkelcbph-1,KC2/3_cycling
dkendmog-1,KC3
dkeppidl-1,KC2/3_cycling
dkfajcpe-1,KC3
